, Run Time, Comparisons, Swaps 
,5366,998001,251254
,4884,998001,251254
,5940,998001,251254
,6024,998001,251254
,6069,998001,251254
,5945,998001,251254
,5924,998001,251254
,6011,998001,251254
,5761,998001,251254
,6061,998001,251254
Average,5798,998001,251254
,4918,998001,251254
,6038,998001,251254
,5225,998001,251254
,4938,998001,251254
,5372,998001,251254
,4801,998001,251254
,7921,998001,251254
,5616,998001,251254
,5808,998001,251254
,5549,998001,251254
Average,5618,998001,251254
